head	relation	tail
diagnosis_265	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_265	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_265	treatment	rx_120
rx_120	treatment_code	TREATTX-0000-00380
diagnosis_265	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_265	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_265	treatment	rx_77
rx_77	treatment_code	TREATTX-0005-00022
diagnosis_265	treatment	rx_133
rx_133	treatment_code	TREATTX-0002-00017
diagnosis_265	disease	disease_2
diagnosis_265	memo	memo_529
diagnosis_266	pet_number	pet_156-4377
pet_156-4377	species	Canine
pet_156-4377	breed	Shih Tzu
pet_156-4377	gender	gender_4
diagnosis_266	age_group	superaged
diagnosis_266	age	age_15
diagnosis_266	weight	weight_65
diagnosis_266	disease	disease_2
diagnosis_266	memo	memo_531
diagnosis_266	symptom	cc73
diagnosis_267	pet_number	pet_156-5530
pet_156-5530	species	Canine
pet_156-5530	breed	Cocker Spaniel
pet_156-5530	gender	gender_4
diagnosis_267	age_group	superaged
diagnosis_267	age	age_13
diagnosis_267	weight	weight_37
diagnosis_267	disease	disease_2
diagnosis_267	memo	memo_533
diagnosis_267	symptom	cc134
diagnosis_267	symptom	cc135
diagnosis_268	pet_number	pet_156-5269
pet_156-5269	species	Canine
pet_156-5269	breed	Mixed
pet_156-5269	gender	gender_4
diagnosis_268	age_group	adult
diagnosis_268	age	age_6
diagnosis_268	weight	weight_72
diagnosis_268	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_268	treatment	rx_134
rx_134	treatment_code	TREATTX-0000-00392
diagnosis_268	treatment	rx_32
rx_32	treatment_code	EH002
diagnosis_268	treatment	rx_40
rx_40	treatment_code	TREATTX-0013-00001
diagnosis_268	treatment	rx_42
rx_42	treatment_code	EG003
diagnosis_268	treatment	rx_135
rx_135	treatment_code	TREATTX-0000-00313
diagnosis_268	disease	disease_2
diagnosis_268	memo	memo_535
diagnosis_268	symptom	cc77
diagnosis_269	pet_number	pet_156-5530
pet_156-5530	species	Canine
pet_156-5530	breed	Cocker Spaniel
pet_156-5530	gender	gender_4
diagnosis_269	age_group	superaged
diagnosis_269	age	age_13
diagnosis_269	weight	weight_37
diagnosis_269	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_269	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_269	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_269	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_269	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_269	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_269	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_269	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_269	treatment	rx_136
rx_136	treatment_code	EG005
diagnosis_269	treatment	rx_137
rx_137	treatment_code	TREATTX-0005-00008
diagnosis_269	treatment	rx_85
rx_85	treatment_code	DC003
diagnosis_269	treatment	rx_128
rx_128	treatment_code	TREATTX-0010-00011
diagnosis_269	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_269	treatment	rx_10
rx_10	treatment_code	TREATTX-0002-00027
diagnosis_269	disease	disease_15
disease_15	main_category	소화기
diagnosis_269	memo	memo_537
diagnosis_269	symptom	cc136
diagnosis_269	symptom	cc137
diagnosis_270	pet_number	pet_156-4377
pet_156-4377	species	Canine
pet_156-4377	breed	Shih Tzu
pet_156-4377	gender	gender_4
diagnosis_270	age_group	superaged
diagnosis_270	age	age_15
diagnosis_270	weight	weight_19
diagnosis_270	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_270	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_270	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_270	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_270	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_270	treatment	rx_138
rx_138	treatment_code	TREATTX-0000-00176
diagnosis_270	treatment	rx_139
rx_139	treatment_code	JA004
diagnosis_270	disease	disease_37
disease_37	main_category	내분비
diagnosis_270	memo	memo_539
diagnosis_270	symptom	cc138
diagnosis_270	symptom	cc139
diagnosis_271	pet_number	pet_156-5516
pet_156-5516	species	Canine
pet_156-5516	breed	Shih Tzu
pet_156-5516	gender	gender_2
diagnosis_271	age_group	old-age
diagnosis_271	age	age_11
diagnosis_271	weight	weight_47
diagnosis_271	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_271	treatment	rx_84
rx_84	treatment_code	TREATTX-0013-00011
diagnosis_271	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_271	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_271	treatment	rx_85
rx_85	treatment_code	DC003
diagnosis_271	treatment	rx_89
rx_89	treatment_code	FA006
diagnosis_271	treatment	rx_140
rx_140	treatment_code	TREATTX-0000-00136
diagnosis_271	treatment	rx_53
rx_53	treatment_code	TREATTX-0000-00437
diagnosis_271	treatment	rx_141
rx_141	treatment_code	TREATTX-0013-00023
diagnosis_271	treatment	rx_91
rx_91	treatment_code	TREATTX-0012-00031
diagnosis_271	treatment	rx_10
rx_10	treatment_code	TREATTX-0002-00027
diagnosis_271	treatment	rx_95
rx_95	treatment_code	TREATTX-0000-00318
diagnosis_271	treatment	rx_92
rx_92	treatment_code	TREATTX-0017-00008
diagnosis_271	disease	disease_2
diagnosis_271	memo	memo_541
diagnosis_271	symptom	cc140
diagnosis_271	symptom	cc107
diagnosis_271	symptom	cc68
diagnosis_272	pet_number	pet_156-5211
pet_156-5211	species	Canine
pet_156-5211	breed	Unknown
pet_156-5211	gender	gender_4
diagnosis_272	age_group	superaged
diagnosis_272	age	age_13
diagnosis_272	weight	weight_68
diagnosis_272	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_272	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_272	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_272	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_272	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_272	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_272	treatment	rx_28
rx_28	treatment_code	TREATTX-0002-00015
diagnosis_272	disease	disease_38
disease_38	main_category	종양
diagnosis_272	disease	disease_14
diagnosis_272	memo	memo_543
diagnosis_272	symptom	cc44
diagnosis_273	pet_number	pet_156-5499
pet_156-5499	species	Canine
pet_156-5499	breed	Maltese
pet_156-5499	gender	gender_3
diagnosis_273	age_group	old-age
diagnosis_273	age	age_9
diagnosis_273	weight	weight_61
diagnosis_273	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_273	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_273	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_273	disease	disease_2
diagnosis_273	memo	memo_545
diagnosis_273	symptom	cc63
diagnosis_273	symptom	cc64
diagnosis_274	pet_number	pet_156-5525
pet_156-5525	species	Canine
pet_156-5525	breed	Maltese
pet_156-5525	gender	gender_3
diagnosis_274	age_group	old-age
diagnosis_274	age	age_11
diagnosis_274	weight	weight_73
diagnosis_274	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_274	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_274	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_274	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_274	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_274	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_274	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_274	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_274	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_274	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_274	disease	disease_2
diagnosis_274	memo	memo_547
diagnosis_274	symptom	cc141
diagnosis_274	symptom	cc103
diagnosis_275	pet_number	pet_156-5531
pet_156-5531	species	Canine
pet_156-5531	breed	Poodle
pet_156-5531	gender	gender_3
diagnosis_275	age_group	old-age
diagnosis_275	age	age_9
diagnosis_275	weight	weight_11
diagnosis_275	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_275	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_275	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_275	treatment	rx_131
rx_131	treatment_code	EK018
diagnosis_275	disease	disease_2
diagnosis_275	memo	memo_549
diagnosis_275	symptom	cc142
diagnosis_275	symptom	cc143
diagnosis_276	pet_number	pet_156-3957
pet_156-3957	species	Canine
pet_156-3957	breed	Old English Sheepdog
pet_156-3957	gender	gender_2
diagnosis_276	age_group	old-age
diagnosis_276	age	age_12
diagnosis_276	weight	weight_74
diagnosis_276	prescription	rx_0
rx_0	prescription_code	ANB035
diagnosis_276	disease	disease_2
diagnosis_276	memo	memo_551
diagnosis_276	symptom	cc144
diagnosis_277	pet_number	pet_156-4270
pet_156-4270	species	Canine
pet_156-4270	breed	Labrador Retriever
pet_156-4270	gender	gender_3
diagnosis_277	age_group	superaged
diagnosis_277	age	age_15
diagnosis_277	weight	weight_51
diagnosis_277	prescription	rx_0
rx_0	prescription_code	ANB035
diagnosis_277	disease	disease_2
diagnosis_277	memo	memo_553
diagnosis_277	symptom	cc145
diagnosis_278	pet_number	pet_156-5515
pet_156-5515	species	Canine
pet_156-5515	breed	Yorkshire Terrier
pet_156-5515	gender	gender_2
diagnosis_278	age_group	old-age
diagnosis_278	age	age_12
diagnosis_278	weight	weight_69
diagnosis_278	prescription	rx_19
rx_19	prescription_code	ANB050
diagnosis_278	disease	disease_2
diagnosis_278	memo	memo_555
diagnosis_278	symptom	cc146
diagnosis_279	pet_number	pet_156-5401
pet_156-5401	species	Canine
pet_156-5401	breed	Mixed
pet_156-5401	gender	gender_1
diagnosis_279	age_group	old-age
diagnosis_279	age	age_9
diagnosis_279	weight	weight_30
diagnosis_279	prescription	rx_19
rx_19	prescription_code	ANB050
diagnosis_279	prescription	rx_20
rx_20	prescription_code	ANB062
diagnosis_279	prescription	rx_21
rx_21	prescription_code	ANB095
diagnosis_279	prescription	rx_3
rx_3	prescription_code	ANI060
diagnosis_279	disease	disease_2
diagnosis_279	memo	memo_557
diagnosis_279	symptom	cc147
diagnosis_280	pet_number	pet_156-5515
pet_156-5515	species	Canine
pet_156-5515	breed	Yorkshire Terrier
pet_156-5515	gender	gender_2
diagnosis_280	age_group	old-age
diagnosis_280	age	age_12
diagnosis_280	weight	weight_69
diagnosis_280	prescription	rx_4
rx_4	prescription_code	DIG022
diagnosis_280	disease	disease_2
diagnosis_280	memo	memo_559
diagnosis_280	symptom	cc146
diagnosis_281	pet_number	pet_156-3957
pet_156-3957	species	Canine
pet_156-3957	breed	Old English Sheepdog
pet_156-3957	gender	gender_2
diagnosis_281	age_group	old-age
diagnosis_281	age	age_12
diagnosis_281	weight	weight_74
diagnosis_281	prescription	rx_4
rx_4	prescription_code	DIG022
diagnosis_281	disease	disease_2
diagnosis_281	memo	memo_561
diagnosis_281	symptom	cc144
diagnosis_282	pet_number	pet_156-5401
pet_156-5401	species	Canine
pet_156-5401	breed	Mixed
pet_156-5401	gender	gender_1
diagnosis_282	age_group	old-age
diagnosis_282	age	age_9
diagnosis_282	weight	weight_30
diagnosis_282	prescription	rx_4
rx_4	prescription_code	DIG022
diagnosis_282	disease	disease_2
diagnosis_282	memo	memo_563
diagnosis_282	symptom	cc147
diagnosis_283	pet_number	pet_156-4270
pet_156-4270	species	Canine
pet_156-4270	breed	Labrador Retriever
pet_156-4270	gender	gender_3
diagnosis_283	age_group	superaged
diagnosis_283	age	age_15
diagnosis_283	weight	weight_51
diagnosis_283	prescription	rx_4
rx_4	prescription_code	DIG022
diagnosis_283	disease	disease_2
diagnosis_283	memo	memo_565
diagnosis_283	symptom	cc145
diagnosis_284	pet_number	pet_156-4121
pet_156-4121	species	Canine
pet_156-4121	breed	Maltese
pet_156-4121	gender	gender_3
diagnosis_284	age_group	superaged
diagnosis_284	age	age_17
diagnosis_284	weight	weight_60
diagnosis_284	prescription	rx_6
rx_6	prescription_code	RES026
diagnosis_284	prescription	rx_8
rx_8	prescription_code	CAR028
diagnosis_284	prescription	rx_9
rx_9	prescription_code	CAR034
diagnosis_284	disease	disease_2
diagnosis_284	memo	memo_567
diagnosis_284	symptom	cc5
diagnosis_285	pet_number	pet_156-5515
pet_156-5515	species	Canine
pet_156-5515	breed	Yorkshire Terrier
pet_156-5515	gender	gender_2
diagnosis_285	age_group	old-age
diagnosis_285	age	age_12
diagnosis_285	weight	weight_69
diagnosis_285	prescription	rx_12
rx_12	prescription_code	LIV006
diagnosis_285	disease	disease_2
diagnosis_285	memo	memo_569
diagnosis_285	symptom	cc146
diagnosis_286	pet_number	pet_156-3957
pet_156-3957	species	Canine
pet_156-3957	breed	Old English Sheepdog
pet_156-3957	gender	gender_2
diagnosis_286	age_group	old-age
diagnosis_286	age	age_12
diagnosis_286	weight	weight_74
diagnosis_286	prescription	rx_12
rx_12	prescription_code	LIV006
diagnosis_286	disease	disease_2
diagnosis_286	memo	memo_571
diagnosis_286	symptom	cc144
diagnosis_287	pet_number	pet_156-5401
pet_156-5401	species	Canine
pet_156-5401	breed	Mixed
pet_156-5401	gender	gender_1
diagnosis_287	age_group	old-age
diagnosis_287	age	age_9
diagnosis_287	weight	weight_30
diagnosis_287	prescription	rx_12
rx_12	prescription_code	LIV006
diagnosis_287	disease	disease_2
diagnosis_287	memo	memo_573
diagnosis_287	symptom	cc147
diagnosis_288	pet_number	pet_156-4121
pet_156-4121	species	Canine
pet_156-4121	breed	Maltese
pet_156-4121	gender	gender_3
diagnosis_288	age_group	superaged
diagnosis_288	age	age_17
diagnosis_288	weight	weight_60
diagnosis_288	prescription	rx_12
rx_12	prescription_code	LIV006
diagnosis_288	disease	disease_2
diagnosis_288	memo	memo_575
diagnosis_288	symptom	cc5
diagnosis_289	pet_number	pet_156-4270
pet_156-4270	species	Canine
pet_156-4270	breed	Labrador Retriever
pet_156-4270	gender	gender_3
diagnosis_289	age_group	superaged
diagnosis_289	age	age_15
diagnosis_289	weight	weight_51
diagnosis_289	prescription	rx_12
rx_12	prescription_code	LIV006
diagnosis_289	disease	disease_2
diagnosis_289	memo	memo_577
diagnosis_289	symptom	cc145
diagnosis_290	pet_number	pet_156-3957
pet_156-3957	species	Canine
pet_156-3957	breed	Old English Sheepdog
pet_156-3957	gender	gender_2
diagnosis_290	age_group	old-age
diagnosis_290	age	age_12
diagnosis_290	weight	weight_74
diagnosis_290	prescription	rx_22
rx_22	prescription_code	8800553000111
diagnosis_290	disease	disease_39
diagnosis_290	memo	memo_579
diagnosis_290	symptom	disease_39
diagnosis_291	pet_number	pet_156-4270
pet_156-4270	species	Canine
pet_156-4270	breed	Labrador Retriever
pet_156-4270	gender	gender_3
diagnosis_291	age_group	superaged
diagnosis_291	age	age_15
diagnosis_291	weight	weight_51
diagnosis_291	prescription	rx_22
rx_22	prescription_code	8800553000111
diagnosis_291	prescription	rx_23
rx_23	prescription_code	8806422007021
diagnosis_291	disease	disease_40
diagnosis_291	memo	memo_581
diagnosis_291	symptom	cc148
diagnosis_292	pet_number	pet_156-3957
pet_156-3957	species	Canine
pet_156-3957	breed	Old English Sheepdog
pet_156-3957	gender	gender_2
diagnosis_292	age_group	old-age
diagnosis_292	age	age_12
diagnosis_292	weight	weight_74
diagnosis_292	prescription	rx_24
rx_24	prescription_code	8806453048321
diagnosis_292	disease	disease_39
diagnosis_292	memo	memo_583
diagnosis_292	symptom	disease_39
diagnosis_293	pet_number	pet_156-4270
pet_156-4270	species	Canine
pet_156-4270	breed	Labrador Retriever
pet_156-4270	gender	gender_3
diagnosis_293	age_group	superaged
diagnosis_293	age	age_15
diagnosis_293	weight	weight_51
diagnosis_293	prescription	rx_24
rx_24	prescription_code	8806453048321
diagnosis_293	prescription	rx_25
rx_25	prescription_code	8806578045632
diagnosis_293	prescription	rx_26
rx_26	prescription_code	8806578053828
diagnosis_293	disease	disease_40
diagnosis_293	memo	memo_585
diagnosis_293	symptom	cc148
diagnosis_294	pet_number	pet_156-5531
pet_156-5531	species	Canine
pet_156-5531	breed	Poodle
pet_156-5531	gender	gender_3
diagnosis_294	age_group	old-age
diagnosis_294	age	age_9
diagnosis_294	weight	weight_11
diagnosis_294	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_294	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_294	disease	disease_2
diagnosis_294	memo	memo_587
diagnosis_294	symptom	cc143
diagnosis_295	pet_number	pet_156-5515
pet_156-5515	species	Canine
pet_156-5515	breed	Yorkshire Terrier
pet_156-5515	gender	gender_2
diagnosis_295	age_group	old-age
diagnosis_295	age	age_12
diagnosis_295	weight	weight_69
diagnosis_295	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_295	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_295	treatment	rx_120
rx_120	treatment_code	TREATTX-0000-00380
diagnosis_295	disease	disease_29
disease_29	main_category	심혈관계
diagnosis_295	memo	memo_589
diagnosis_295	symptom	cc128
diagnosis_295	symptom	cc39
diagnosis_295	symptom	cc129
diagnosis_295	symptom	cc130
diagnosis_295	symptom	cc131
diagnosis_296	pet_number	pet_156-5524
pet_156-5524	species	Canine
pet_156-5524	breed	Pomeranian
pet_156-5524	gender	gender_4
diagnosis_296	age_group	old-age
diagnosis_296	age	age_8
diagnosis_296	weight	weight_0
diagnosis_296	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_296	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_296	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_296	disease	disease_34
disease_34	main_category	신경계
diagnosis_296	memo	memo_591
diagnosis_296	symptom	cc123
diagnosis_297	pet_number	pet_156-5532
pet_156-5532	species	Canine
pet_156-5532	breed	Pointer
pet_156-5532	gender	gender_2
diagnosis_297	age_group	adult
diagnosis_297	age	age_2
diagnosis_297	disease	disease_2
diagnosis_297	memo	memo_593
diagnosis_297	symptom	cc149
diagnosis_298	pet_number	pet_156-4854
pet_156-4854	species	Canine
pet_156-4854	breed	Maltese
pet_156-4854	gender	gender_4
diagnosis_298	age_group	superaged
diagnosis_298	age	age_13
diagnosis_298	weight	weight_75
diagnosis_298	disease	disease_2
diagnosis_298	memo	memo_595
diagnosis_298	symptom	cc149
diagnosis_299	pet_number	pet_156-2624
pet_156-2624	species	Canine
pet_156-2624	breed	Maltese
pet_156-2624	gender	gender_4
diagnosis_299	age_group	superaged
diagnosis_299	age	age_16
diagnosis_299	weight	weight_19
diagnosis_299	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_299	treatment	rx_14
rx_14	treatment_code	EA020
diagnosis_299	treatment	rx_15
rx_15	treatment_code	TREATTX-0025-00001
diagnosis_299	treatment	rx_70
rx_70	treatment_code	TREATTX-0000-00102
diagnosis_299	treatment	rx_66
rx_66	treatment_code	TREATTX-0008-00030
diagnosis_299	disease	disease_2
diagnosis_299	memo	memo_597
diagnosis_299	symptom	cc26
diagnosis_300	pet_number	pet_156-4981
pet_156-4981	species	Canine
pet_156-4981	breed	spitz
pet_156-4981	gender	gender_1
diagnosis_300	age_group	old-age
diagnosis_300	age	age_7
diagnosis_300	weight	weight_50
diagnosis_300	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_300	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_300	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_300	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_300	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_300	treatment	rx_59
rx_59	treatment_code	EAE006
diagnosis_300	treatment	rx_96
rx_96	treatment_code	TREATTX-0000-00299
diagnosis_300	disease	disease_2
diagnosis_300	memo	memo_599
diagnosis_300	symptom	cc27
diagnosis_300	symptom	cc75
diagnosis_301	pet_number	pet_156-5326
pet_156-5326	species	Canine
pet_156-5326	breed	Yorkshire Terrier
pet_156-5326	gender	gender_4
diagnosis_301	age_group	superaged
diagnosis_301	age	age_14
diagnosis_301	weight	weight_76
diagnosis_301	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_301	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_301	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_301	treatment	rx_6
rx_6	treatment_code	8
diagnosis_301	disease	disease_2
diagnosis_301	memo	memo_601
diagnosis_301	symptom	cc150
diagnosis_301	symptom	cc39
diagnosis_301	symptom	cc151
diagnosis_302	pet_number	pet_156-5529
pet_156-5529	species	Canine
pet_156-5529	breed	Maltese
pet_156-5529	gender	gender_2
diagnosis_302	age_group	old-age
diagnosis_302	age	age_8
diagnosis_302	weight	weight_64
diagnosis_302	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_302	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_302	disease	disease_2
